ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-03-20T00:00:00.000000000Z,35,26,1023411114,0.140000000,0.290000000,0.050000000,0.050000000,966,QQQ   250321C00495000
2025-03-20T00:00:00.000000000Z,35,37,1023411114,0.180000000,0.290000000,0.060000000,0.060000000,152,QQQ   250321C00495000
2025-03-20T00:00:00.000000000Z,35,22,1023410476,9.510000000,9.510000000,7.710000000,7.710000000,13,QQQ   250327C00475000
2025-03-20T00:00:00.000000000Z,35,23,1023410476,8.700000000,8.700000000,8.020000000,8.080000000,30,QQQ   250327C00475000
2025-03-20T00:00:00.000000000Z,35,29,1023410797,1.530000000,1.530000000,1.530000000,1.530000000,2,QQQ   250919C00590000
2025-03-20T00:00:00.000000000Z,35,25,1023410774,29.430000000,31.000000000,29.430000000,31.000000000,2,QQQ   250919C00490000
2025-03-20T00:00:00.000000000Z,35,37,1023410774,31.000000000,31.000000000,31.000000000,31.000000000,1,QQQ   250919C00490000
2025-03-20T00:00:00.000000000Z,35,24,1023410322,6.320000000,6.320000000,5.300000000,5.670000000,21,QQQ   250327C00480000
2025-03-20T00:00:00.000000000Z,35,25,1023410322,5.500000000,8.230000000,5.090000000,5.730000000,89,QQQ   250327C00480000
2025-03-20T00:00:00.000000000Z,35,27,1023410322,8.290000000,8.290000000,4.960000000,5.300000000,78,QQQ   250327C00480000
2025-03-20T00:00:00.000000000Z,35,37,1023410322,6.350000000,6.350000000,5.300000000,5.300000000,27,QQQ   250327C00480000
2025-03-20T00:00:00.000000000Z,35,23,1023410356,40.560000000,40.560000000,40.000000000,40.000000000,2,QQQ   250321C00440000
2025-03-20T00:00:00.000000000Z,35,24,1023410356,40.170000000,40.170000000,40.170000000,40.170000000,1,QQQ   250321C00440000
2025-03-20T00:00:00.000000000Z,35,29,1023410356,42.460000000,44.520000000,38.910000000,40.120000000,10,QQQ   250321C00440000
2025-03-20T00:00:00.000000000Z,35,31,1023411130,0.020000000,0.020000000,0.020000000,0.020000000,3,QQQ   250331C00545000
2025-03-20T00:00:00.000000000Z,35,33,1023411130,0.010000000,0.010000000,0.010000000,0.010000000,47,QQQ   250331C00545000
2025-03-20T00:00:00.000000000Z,35,28,1023411031,0.210000000,0.210000000,0.210000000,0.210000000,100,QQQ   250325C00503000
2025-03-20T00:00:00.000000000Z,35,22,1023410572,58.420000000,58.420000000,58.420000000,58.420000000,19,QQQ   250919C00445000
2025-03-20T00:00:00.000000000Z,35,20,1023411049,0.190000000,0.370000000,0.080000000,0.090000000,53,QQQ   250321C00494000
2025-03-20T00:00:00.000000000Z,35,27,1023411049,0.220000000,0.360000000,0.050000000,0.050000000,483,QQQ   250321C00494000
2025-03-20T00:00:00.000000000Z,35,31,1023411049,0.240000000,0.300000000,0.070000000,0.070000000,71,QQQ   250321C00494000
2025-03-20T00:00:00.000000000Z,35,32,1023411049,0.350000000,0.350000000,0.080000000,0.090000000,83,QQQ   250321C00494000
2025-03-20T00:00:00.000000000Z,35,33,1023411049,0.340000000,0.340000000,0.070000000,0.070000000,88,QQQ   250321C00494000
2025-03-20T00:00:00.000000000Z,35,36,1023411049,0.230000000,0.320000000,0.050000000,0.050000000,182,QQQ   250321C00494000
2025-03-20T00:00:00.000000000Z,35,37,1023411049,0.300000000,0.370000000,0.090000000,0.090000000,229,QQQ   250321C00494000
2025-03-20T00:00:00.000000000Z,35,23,1023410181,7.920000000,10.150000000,7.920000000,8.050000000,33,QQQ   250331C00479000
2025-03-20T00:00:00.000000000Z,35,25,1023410181,8.000000000,8.160000000,7.650000000,7.650000000,24,QQQ   250331C00479000
2025-03-20T00:00:00.000000000Z,35,27,1023410181,8.120000000,8.500000000,7.780000000,7.790000000,23,QQQ   250331C00479000
2025-03-20T00:00:00.000000000Z,35,34,1023410181,7.920000000,8.380000000,7.520000000,7.520000000,7,QQQ   250331C00479000
2025-03-20T00:00:00.000000000Z,35,37,1023410181,7.640000000,7.640000000,7.640000000,7.640000000,1,QQQ   250331C00479000
2025-03-20T00:00:00.000000000Z,35,21,1023411100,4.250000000,6.570000000,4.210000000,4.690000000,321,QQQ   250331C00485000
2025-03-20T00:00:00.000000000Z,35,25,1023411100,4.250000000,6.400000000,4.250000000,4.440000000,219,QQQ   250331C00485000
2025-03-20T00:00:00.000000000Z,35,36,1023411100,4.250000000,5.440000000,4.150000000,4.440000000,840,QQQ   250331C00485000
2025-03-20T00:00:00.000000000Z,35,26,1023410999,5.170000000,5.170000000,4.670000000,4.860000000,20,QQQ   250325C00479000
2025-03-20T00:00:00.000000000Z,35,29,1023410999,4.390000000,7.060000000,4.390000000,4.890000000,70,QQQ   250325C00479000
2025-03-20T00:00:00.000000000Z,35,35,1023410999,4.390000000,7.100000000,4.390000000,4.980000000,88,QQQ   250325C00479000
2025-03-20T00:00:00.000000000Z,35,36,1023410999,5.030000000,5.600000000,4.260000000,5.020000000,55,QQQ   250325C00479000
2025-03-20T00:00:00.000000000Z,35,20,1023410770,14.040000000,14.040000000,13.570000000,13.570000000,285,QQQ   250331C00470000
2025-03-20T00:00:00.000000000Z,35,24,1023410770,16.760000000,16.760000000,13.190000000,13.190000000,11,QQQ   250331C00470000
2025-03-20T00:00:00.000000000Z,35,61,1023410372,0.020000000,0.020000000,0.020000000,0.020000000,25,QQQ   250331C00550000
2025-03-20T00:00:00.000000000Z,35,20,1023410204,0.100000000,0.100000000,0.100000000,0.100000000,1,QQQ   250331C00515000
2025-03-20T00:00:00.000000000Z,35,37,1023410204,0.100000000,0.100000000,0.100000000,0.100000000,1,QQQ   250331C00515000
2025-03-20T00:00:00.000000000Z,35,22,1023410455,0.830000000,1.220000000,0.440000000,0.440000000,41,QQQ   250325C00493000
2025-03-20T00:00:00.000000000Z,35,27,1023410455,1.250000000,1.250000000,1.250000000,1.250000000,1,QQQ   250325C00493000
2025-03-20T00:00:00.000000000Z,35,28,1023410455,1.300000000,1.300000000,0.550000000,0.550000000,5,QQQ   250325C00493000
2025-03-20T00:00:00.000000000Z,35,29,1023410455,0.770000000,1.320000000,0.580000000,0.580000000,131,QQQ   250325C00493000
2025-03-20T00:00:00.000000000Z,35,31,1023410455,1.170000000,1.280000000,0.450000000,0.520000000,66,QQQ   250325C00493000
2025-03-20T00:00:00.000000000Z,35,21,1023410244,0.520000000,0.520000000,0.520000000,0.520000000,1,QQQ   250919C00625000
2025-03-20T00:00:00.000000000Z,35,23,1023410869,2.480000000,4.370000000,2.480000000,3.050000000,43,QQQ   250327C00487000
2025-03-20T00:00:00.000000000Z,35,26,1023410869,2.480000000,4.080000000,2.460000000,2.540000000,116,QQQ   250327C00487000
